Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,sent
2021-09-07,175.51033640061416,179.90245655796474,174.5698589034511,178.72927856445312,10702900,0.0,0.0,0.0
2021-09-08,178.72927410657925,181.75432130621766,178.32205934389643,179.51461791992188,8634000,0.0,0.0,0.0
2021-09-09,179.51461787198062,181.8706641057394,178.9522842434451,180.25149536132812,7190700,0.0,0.0,0.0
2021-09-10,180.68778745403287,181.40526950396705,178.40930815613078,178.51596069335938,5572200,0.0,0.0,0.0
2021-09-13,179.48551546324396,180.14482606109797,177.9148279830921,179.3497772216797,6818200,0.0,0.0,0.0
2021-09-14,179.33040646548187,179.49523042541236,176.60592159079198,176.8483123779297,6185900,0.0,0.0,0.0
2021-09-15,176.51867026639175,179.03954045331668,175.58789789799738,178.79714965820312,5933400,0.0,0.0,0.0
2021-09-16,178.37054942051535,179.02015501225605,176.57685151908677,177.7597198486328,5678200,0.0,0.0,0.0
2021-09-17,177.34280443372168,180.2417888674711,177.1682753686193,177.88575744628906,10035100,0.0,0.0,0.0
2021-09-20,174.26930199071015,175.37460349194674,171.17639288966046,173.17369079589844,8056600,0.0,0.0,0.0
2021-09-21,174.83165688778902,176.68351149973205,163.88527922578635,165.96014404296875,23216000,0.0,0.0,0.0
2021-09-22,167.6762425169841,170.00318800643234,166.43520295003057,168.3646240234375,14214500,0.0,0.0,0.0
2021-09-23,169.615372740546,171.7968897368891,169.0627146668468,170.885498046875,8052900,0.0,0.0,0.0
2021-09-24,169.96445134151014,171.3218340588805,169.7511462295859,170.6431427001953,5712800,0.0,0.0,0.0
2021-09-27,171.25397244832288,173.98813329374659,170.6043668049266,172.8343505859375,7755000,0.0,0.0,0.0
2021-09-28,172.33984514585248,172.58223592664834,168.56824518844337,169.20816040039062,9133100,0.0,0.0,0.0
2021-09-29,168.94636972379718,169.63476603247656,167.3368914314495,167.4241485595703,6240800,0.0,0.0,0.0
2021-09-30,167.83138696128916,168.3937205685107,163.95313436640652,164.02099609375,13978000,0.0,0.0,0.0
2021-10-01,167.0363650450853,171.9229723883928,166.7358027875554,170.65283203125,12165000,0.0,0.0,0.0
2021-10-04,170.21650897561156,170.60434312300157,167.41447198604382,168.18043518066406,7200600,0.0,0.0,0.0
2021-10-05,168.5391521366586,170.87580271239133,168.32584707530117,169.29541015625,6798200,0.0,0.0,0.0
2021-10-06,167.73443393482424,170.36195672158775,166.32857025088998,170.13894653320312,6005200,0.0,0.0,0.0
2021-10-07,172.29136606725575,174.16263061018435,171.9326324416327,172.3010711669922,7780000,0.0,0.0,0.0
2021-10-08,172.51436341928732,173.16398374596596,171.03093298986195,171.360595703125,4132200,0.0,0.0,0.0
2021-10-11,170.6625095560282,171.1472911303198,168.19981087378562,168.2386016845703,8046300,0.0,0.0,0.0
2021-10-12,168.3355501100142,169.17908011439292,167.29812522801325,167.8604736328125,5188400,0.0,0.0,0.0
2021-10-13,168.34525372566904,168.41311545280254,165.73712649658302,167.69564819335938,8914700,0.0,0.0,0.0
2021-10-14,168.77185356608425,170.66249862586216,168.703977048738,169.10150146484375,7450200,0.0,0.0,0.0
2021-10-15,170.34254359786408,173.4451425624851,168.80094181777469,171.089111328125,13943900,0.0,0.0,0.0
2021-10-18,167.11391382031718,168.06408161433149,164.63183439427797,165.93104553222656,20494800,0.0,0.0,0.0
2021-10-19,166.22192929248826,166.35766755844568,165.00027010450998,165.96983337402344,9669500,0.0,0.0,0.0
2021-10-20,165.76622356283733,165.81470468231635,164.7094032122531,165.3590087890625,9737600,0.0,0.0,0.0
2021-10-21,165.0196527734866,167.24965108009323,164.92270533063606,166.1249542236328,7509000,0.0,0.0,0.0
2021-10-22,165.37838842223593,165.6013837973379,163.4683478929508,164.2633819580078,7854300,0.0,0.0,0.0
2021-10-25,164.72878763369832,167.31753448900636,163.88527235382816,166.77456665039062,9798700,0.0,0.0,0.0
2021-10-26,167.68597132291833,167.8507953101153,165.51415897927643,166.8036651611328,5850200,0.0,0.0,0.0
2021-10-27,166.54185072945089,166.80362210335275,164.27306192846058,164.38941955566406,7054700,0.0,0.0,0.0
2021-10-28,164.32156273600566,165.1650927583148,163.46835720227725,164.51547241210938,7884500,0.0,0.0,0.0
2021-10-29,163.87559114233426,165.27176464468167,163.0320610212884,163.924072265625,7598800,0.0,0.0,0.0
2021-11-01,164.05979619214222,166.03769861798534,163.9434385475441,165.0099639892578,8182900,0.0,0.0,0.0
2021-11-02,164.85482886958965,165.64987779081773,163.83678455592258,164.66091918945312,6777200,0.0,0.0,0.0
2021-11-03,164.53488154112117,165.00997286240644,163.24536063565645,164.9033203125,6829300,0.0,0.0,0.0
2021-11-04,164.85482295505278,165.23295199577888,163.53621646532804,165.0972137451172,7505500,0.0,0.0,0.0
2021-11-05,168.2192038410132,171.60298450649344,167.08481674893585,170.2843780517578,16859200,0.0,0.0,0.0
2021-11-08,173.25126078889363,173.79421384580505,170.74009550349774,171.4866485595703,10584600,0.0,0.0,0.0
2021-11-09,171.56420513821115,171.72902910675063,167.93804824162245,169.78021240234375,7293300,0.0,0.0,0.0
2021-11-10,169.37300506942103,171.48664583515543,168.577956109888,169.1403045654297,11045800,0.0,0.0,0.0
2021-11-11,157.93213082789921,158.96957043345222,153.51092551328676,157.17587280273438,62366500,0.0,0.0,0.0
2021-11-12,158.5429934311589,158.6302505766715,154.09268668331418,154.77139282226562,25638400,0.0,0.0,0.0
2021-11-15,155.21737340435274,155.82820297134006,152.8613418648773,153.60789489746094,21285300,0.0,0.0,0.0
2021-11-16,154.21870765567783,155.36279983149873,153.7242357899483,153.99571228027344,15516200,0.0,0.0,0.0
2021-11-17,153.89874901968292,154.0538826686466,151.9790181954244,152.54136657714844,14695500,0.0,0.0,0.0
2021-11-18,152.3086546174697,152.51226936567394,149.0315415978175,150.84461975097656,14487700,0.0,0.0,0.0
2021-11-19,150.30170282215943,150.48592221124895,148.12018545646848,149.312744140625,16776500,0.0,0.0,0.0
2021-11-22,148.56616353004966,151.07734343702583,147.92626306806721,149.46786499023438,12790400,0.0,0.0,0.0
2021-11-23,149.1576063428439,149.55513082469395,145.61870640963122,146.43313598632812,17382900,0.0,0.0,0.0
2021-11-24,146.1034782041885,146.80156487849786,144.27100438271648,146.7336883544922,14123700,0.0,0.0,0.0
2021-11-26,142.33186446622497,144.31947175813536,141.4107824902739,143.60198974609375,12027700,0.0,0.0,0.0
2021-11-29,144.28068985813587,144.75578112718955,139.8594842651026,143.31112670898438,21231300,0.0,0.0,0.0
2021-11-30,142.25432787497368,142.79728095326288,138.75420378704297,140.48971557617188,26011100,0.0,0.0,0.0
2021-12-01,142.23491003221372,143.85407870471002,137.71674223795148,137.82339477539062,16469000,0.0,0.0,0.0
2021-12-02,138.49241482752845,143.1560118191468,138.4245530912596,142.71971130371094,18177700,0.0,0.0,0.0
2021-12-03,143.31113317607122,143.8056198728429,139.92736710122614,141.76953125,14975600,0.0,0.0,0.0
2021-12-06,142.79725122364027,146.1519460365861,142.20581714484538,145.79319763183594,14333900,0.0,0.0,0.0
2021-12-07,147.21846698868978,148.1104633225354,145.16299781914813,146.21981811523438,14661100,0.0,0.0,0.0
2021-12-08,146.31677449764842,148.983073086902,145.97742148672702,148.6728057861328,12886300,0.0,0.0,0.0
2021-12-09,147.63539806939517,149.59390515392664,147.08273992365213,148.28500366210938,11862300,0.0,0.0,0.0
2021-12-10,148.90551167375145,149.95264166036714,146.84033741172945,148.06199645996094,10247900,0.0,0.0,0.0
2021-12-13,147.4899435058151,147.8583822416616,144.7460779813516,145.85137939453125,10195800,0.0,0.0,0.0
2021-12-14,144.71697797778486,147.00514740646702,143.9995107769743,144.56185913085938,10872000,0.0,0.0,0.0
2021-12-15,144.23219802905732,146.3264578263211,142.8651253340054,145.82228088378906,12231500,0.0,0.0,0.0
2021-12-16,146.74338903490673,147.431770588276,144.057694960312,144.22251892089844,11145600,0.0,0.0,0.0
2021-12-17,143.98981746548847,145.27933822480352,142.10887738978482,144.23220825195312,13785000,0.0,0.0,0.0
2021-12-20,142.50638899948964,143.2335613689034,140.66422491471872,142.0119171142578,11201900,0.0,0.0,0.0
2021-12-21,143.0687488841381,146.8209538771199,142.90392490917196,146.45252990722656,10781400,0.0,0.0,0.0
2021-12-22,145.8416944055993,147.56751571375398,145.3084316880548,147.25726318359375,7820400,0.0,0.0,0.0
2021-12-23,147.6838542349083,149.49693244543434,147.3057104342274,148.9539794921875,6572400,0.0,0.0,0.0
2021-12-27,148.22681303996902,149.33211439395984,146.79184898475646,148.1492462158203,7762000,0.0,0.0,0.0
2021-12-28,147.97472161387037,151.73663132926373,147.77112163942,150.4761962890625,12198700,0.0,0.0,0.0
2021-12-29,149.8556725429479,151.17427896985208,149.48723382540794,150.15623474121094,8737000,0.0,0.0,0.0
2021-12-30,150.97068493705555,152.28929141580863,150.77676047112982,151.18397521972656,7228400,0.0,0.0,0.0
2021-12-31,151.12579636208545,151.80450237071298,150.03020011418,150.17562866210938,6410200,0.0,0.0,0.0
2022-01-03,151.08702190094235,152.76436194653004,150.63132605359948,151.98870849609375,10222800,0.0,0.0,0.0
2022-01-04,153.76301775335946,155.44037266947606,150.81555226108583,150.9900665283203,16582000,0.0,0.0,0.0
2022-01-05,151.7560277171953,154.52897890585098,150.37924982553545,150.4665069580078,12272100,0.0,0.0,0.0
2022-01-06,151.4845502551789,152.9679806751996,149.00245619057205,152.12445068359375,11095300,0.0,0.0,0.0
2022-01-07,152.1244521429195,154.45141257686853,151.53301803032292,153.02615356445312,9554600,0.0,0.0,0.0
2022-01-10,153.1716054531935,153.45278709404784,149.94295790021852,151.8336181640625,8672900,0.0,0.0,0.0
2022-01-11,151.85297076640768,153.404277672537,151.2033652528443,153.08432006835938,8042600,0.0,0.0,0.0
2022-01-12,153.6757615687582,154.15085284531884,151.5718112771779,152.9970703125,6995600,0.0,0.0,0.0
2022-01-13,152.9001156147963,153.70485485629678,150.44712187132308,150.7089080810547,9680600,0.0,0.0,0.0
2022-01-14,147.71296943584238,147.9747408656212,143.9025781088649,147.31544494628906,16832000,0.0,0.0,0.0
