Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,sent
2021-09-07,22.758309804466514,22.824093892750362,22.448326313698814,22.58786964416504,198107000,0.0,0.0,0.0
2021-09-08,22.439356967135367,22.536039786741064,21.90510910488169,22.265926361083984,254434000,0.0,0.0,0.0
2021-09-09,22.23901265299159,22.464273188352024,22.058604988452572,22.104454040527344,196856000,0.0,0.0,0.0
2021-09-10,22.274896532355616,22.551987038677307,22.197152562012025,22.40447235107422,248376000,0.0,0.0,0.0
2021-09-13,22.609795740171823,22.88888048395177,21.786497552074803,22.07953643798828,297500000,0.0,0.0,0.0
2021-09-14,22.202130131232664,22.336688726101833,22.013749239081235,22.169239044189453,199755000,0.0,0.0,0.0
2021-09-15,22.236024626845165,22.293835464685625,21.894146209939382,22.267919540405273,166538000,0.0,0.0,0.0
2021-09-16,22.1104320390737,22.204124394587865,21.855268989494725,22.169239044189453,156033000,0.0,0.0,0.0
2021-09-17,22.227052672404977,22.247983887075033,21.758590795663608,21.82836151123047,294503000,0.0,0.0,0.0
2021-09-20,21.076826867613953,21.362888683857676,20.594410879277827,21.043935775756836,349440000,0.0,0.0,0.0
2021-09-21,21.346942396030226,21.354915649191057,20.88147094862816,21.176502227783203,204688000,0.0,0.0,0.0
2021-09-22,21.29610478128571,21.888161496452156,21.126660825026075,21.869224548339844,268726000,0.0,0.0,0.0
2021-09-23,22.067578357802937,22.46128674955399,21.818396120154357,22.40846061706543,248555000,0.0,0.0,0.0
2021-09-24,21.99780629061381,22.076548344372082,21.789490317687935,22.008769989013672,217655000,0.0,0.0,0.0
2021-09-27,21.638981339967028,21.7276909027937,21.255242424863432,21.58914566040039,245215000,0.0,0.0,0.0
2021-09-28,21.14460514549343,21.34893447038271,20.58344521216512,20.631288528442383,343069000,0.0,0.0,0.0
2021-09-29,20.87149907318932,20.94824684688675,20.400044932702517,20.44988250732422,218394000,0.0,0.0,0.0
2021-09-30,20.700065269029956,20.99709081329455,20.62032703375371,20.648235321044922,221009000,0.0,0.0,0.0
2021-10-01,20.68212371981342,20.79076641966092,20.13691215457875,20.674150466918945,240978000,0.0,0.0,0.0
2021-10-04,20.436929771403975,20.47480557735373,19.491034606293546,19.667455673217773,345635000,0.0,0.0,0.0
2021-10-05,19.884737541485297,20.58045410102996,19.789050920867343,20.384098052978516,279282000,0.0,0.0,0.0
2021-10-06,20.054181613694748,20.65221729292301,20.01431155448803,20.63228416442871,297202000,0.0,0.0,0.0
2021-10-07,21.023000423462637,21.25224946522736,20.903394046211478,21.006057739257812,256919000,0.0,0.0,0.0
